fa_0000|۱۴ م ژوئن است.
fa_1768|تنها راه شما اینه که اون خوشگل خانم رو جا بزارین .
fa_1769|نمیخوای ببینی توش چیه ؟
fa_1770|تنها مرجع قابل قبول برای تعیین نام اندروید ، توسعه‌دهندهٔ اصلی آن است
fa_1771|تنها مصیبت در اینجا داشتن توانایی برای متقاعد کردن نیمی از جمعیت است
fa_1772|فرض کنین گروهی از دوستان شما تصمیم گرفتن برن استخر و شنا یاد بگیرن .
fa_1773|نمیده که ریچل رو ببینه
fa_1774|نمیدونستم .
fa_1775|فرقی نداره در دو حالت هم اکسیژن به ششها نمیرسه و تموم
fa_1776|تهران بزرگترین و پرجمعیت‌ترین شهر ایران است
fa_1777|تو آپارتمانمون سگ داشتن ممنوعه
fa_1778|البته چند روزیه که می‌بینم اتنا خانوم تو حیاط پنجره نیستن برا پائیدن خونه مردم
fa_1779|فرودگاه کجا است ؟
fa_1780|البته در مواردى روى کاغذ مقوا چوب نیز بکار مى‌رود
fa_1781|تو آمریکای جنوبی که ببر نیست
fa_1782|تو الان داری منو می‌خری ؟
fa_1783|نمیفهمیدم اوج ناامیدیشونو ، امافک نمیکردم یه بچه هم اینجور فک کنه
fa_1784|ال : برای اون سه تا مانتو ، سه تا کیف و کفش و روسری جدا بگیرم
fa_1785|فعلا تشییع جنازه‌ست
fa_1786|الجزایر
fa_1787|فعلا که از خودم راضیم
fa_1788|توان پاسخگویی مستقیم به برنامه‌های کاربردی را ندارد .
fa_1789|الزا
fa_1790|فقط اونجاش که دوباره نفس میگیره و زور میزنه
fa_1791|تو اونجا چیکار میکنی ؟
fa_1792|نه ، اشکال ندارد .
fa_1793|‏تو ایران هر مشکلی پیش میاد ، مسئولین میگن بخاطر امریکاست
fa_1794|فقط باید با یه سری چیزا بجنگم تا به دستشون بیارم چون یک قدمی من ایستادن
fa_1795|الکل در دمای پایین‌تر از آب به جوش می‌آید
fa_1796|الگوها و رفتار‌هایی مثل این روزانه بر افراد با خود ابرازی ضعیف در همه زمینه‌های کاری تاثیر دارد
fa_1797|فقط بیست و پنج درصد از واکنش‌های شیمیایی ، قابل هدف‌گیری هستند
fa_1798|تو بالاترین نمره را گرفتی .
fa_1799|نه ، باید خشکشویی بدهید .
fa_1800|نه تنها از آزار جنسی ، بلکه مردم را تشویق کنیم به افشا کردن آزار و تبعیضی
fa_1801|نه چیزی فراتر از آن
fa_1802|اما ابزار خبررسانی همان‌قدر مفید است که جمع حاضران شنونده
fa_1803|نه خون است نه مرگ است نه تب
fa_1804|دلت توپ می‌خواد ؟
fa_1805|تو پنج سال اینجا بودی
fa_1806|توپ همش دست مراکشیا بود
fa_1807|اما ، اما منو نیگا کن
fa_1808|فکر کردی اجازه میدیم خونه و مستراحی که با وجب به وجبش خاطره داریم رو از ما بگیری ؟
fa_1809|فکر کردی من شکننده‌ام ، ولی نمی‌تونی منو بشکونی
fa_1810|نه ، شکمم به هم جمع شد
fa_1811|اما اینطوری هم نیست که در اینکارها واقعا هیچ پولی نباشه .
fa_1812|نه عزیزم بشینین الان خودم همه چیزو اماده می‌کنم کمک خواستم صداتون می‌کنم .
fa_1813|نه ، گفت کار داره من گفتم فیلم رو دیدی برو
fa_1814|تو دختر شلوغ شماره دو
fa_1815|اما جدای از شکل بدنه ، بحث سایز هم مطرح است .
fa_1816|تو در این لباس زیبا به نظر می‌رسی !
fa_1817|فکر میکنم رایج‌ترین محصول ارائه شده در نتورک مارکتینگ ماری‌جوانا باشه
fa_1818|فکر می‌کنم گرما است .
fa_1819|تو دنبال خانوادت اومدی
fa_1820|فکر می‌کنم من سوپ کدو حلوایی می‌خورم .
fa_1821|اما حیف که الان حسش نیست ، باشه جمعه بعدی
fa_1822|اما خب چیکار کنم نمیتونم ، الانم که ماه رمضان شده من نه کار میکنم نه بیرون میرم ، باید تحمل کنه دیگه
fa_1823|تو رو قرآن اگه چیزی شده بگو .
fa_1824|تو رویای منی
fa_1825|توزیع مجدد و فوری ثروت ، ترمیم توانایی برقراری عدالت در سراسر مناطق ؟
fa_1826|فک کنم بعد این ماهم تند تنددعوا کنیم و آقا هم تندتند قهر کنه
fa_1827|فک کنم دارم میمیرم و خودم خبر ندارم ، هرکی منو میبینه میگه چرا رنگت این همه پریده ؟
fa_1828|توسعه ری‌اکت به نفع همه جامعه است
fa_1829|فلانی هنوز وجود خارجیش به اثبات نرسیده
fa_1830|تو شانس آوردی که تیر ، کجکی خورده توی کتفت !
fa_1831|اصلن استخونات آسیب ندیده
fa_1832|اما راز رفتن در سربالایی عدم تلاش برای سریع بودن است .
fa_1833|اسفندیار کجاست ؟
fa_1834|اما علاوه بر ان ریسمان شانه‌ای نیز پیدا کردم
fa_1835|فوق لیسانس حقوق می‌خوانم .
fa_1836|اما قدرت با تخیل کودک شما ممزوج نمی‌شود
fa_1837|نوشته اگر می‌خواید سیگاری سالمی باشید سیگارتونو نصفه بکشید
fa_1838|اما لازم است هیپسترها را ببخشیم
fa_1839|نوشیدن آب باعث می‌شود که عضلات کمتر دچار گرفتگی شوند
fa_1840|نوعی حیوان هم هست به اسم « دل » که یهو خر میشه و می‌گیره
fa_1841|نوکوآلوفا
fa_1842|تولد خواهرشوهر ۷ ابان بود
fa_1843|‏فیلم زندگینامه استیون هاوکینگ رو که دیدم تصمیم گرفتم دانشمند بشم
fa_1844|تولد صد و بیست سالگیت
fa_1845|تولد من نهم فوریه است .
fa_1846|فینال لیگ قهرمانان آسیا با قتل یک استقلالی پایان یافت
fa_1847|اما همچین چیزی در مورد لینوکس غیرممکن است .
fa_1848|اما همچنین بعنوان فرصتی برای تغییر به سمت تحول جایی که دنده‌ عوض می‌کنیم
fa_1849|اما واقعا بحث سر چیست ؟
fa_1850|قابل درک است چرا که آنچه رخ داده احساسی است
fa_1851|نیازمند تعریف فضای عملیاتی امن بر سیستم پایدار زمین هستیم
fa_1852|قاف ، سوگند به قرآن باشکوه
fa_1853|قانون‌هایی که با اعمال قدرت و گمراهی قانونگزاران به تصویب رسانده‌اند
fa_1854|امروز آقا خیالاتی شدن یک چیزی گفتن .
fa_1855|قایق بعدی به بانکوک چه ساعتی هست ؟
fa_1856|نیروى انتظامى ، ستاد خودروهاى فرسوده ، بهینه سازى مصرف سوخت و جاهاى دیگه
fa_1857|تو میدانی من چون ققنوس برخواهم خاست
fa_1858|امروز چه کسی برنده می‌شود ، به نظر شما ؟
fa_1859|قبل از اینکه شروع کنی
fa_1860|قبل از چهار پنج ساعت مونده به بازی زن داداشم زنگ زد و گفت میای بریم ونک یکم خرید کنیم ؟
fa_1861|امروز خیلی بداخلاق شده
fa_1862|نیلوفر : نه نداریم ، چیکار داری ؟
fa_1863|‏امروز شنیدم علی پروین میخواد پرسپولیس رو بخره واقعا شاد شدم
fa_1864|امروز عصر دوست داری چه کار کنی ؟
fa_1865|نیمی از ویدئوهای جادی میرمیرانی نیز به پیرتیوب منتقل شده‌اند
fa_1866|امروزکه زنگ زدم تابهش بگم بالاخره صاحبخونه شدیم ،
fa_1867|قدم چهارم قبول مسئولیت کارتان و جبران کردن آن است
fa_1868|هاشم از بغل خواهرش جدا می‌شود و به سمت فرودگاه میدود
fa_1869|قرار گرفتن داده بر روی اینترنت لازم و کافی است
fa_1870|هجده تقسیم بر شش سه است .
fa_1871|توی حباب خیلی ناز میشی
fa_1872|امروز هیچ توری با راهنما وجود دارد ؟
fa_1873|توی قانون دوم ، حواسمون رو جمع می‌کنه
fa_1874|امروز وقتی سازمان بهداشت جهانی تخمین میزند که
fa_1875|امروز ، وقتی یک شرکت عملکرد مالی ضعیف دارد ، چه کسی مسئول است ؟
fa_1876|تو یکی از دانشگاه‌های تهران قبول شدم
fa_1877|امروز یه تاریخ جالبه دو تا ۹۷ کنار هم جفت میشن
fa_1878|امسال تعطیلات نوروز با کرونا کنسل شد
fa_1879|تیتراژ کارتون بچه‌های کوه آلپ ساخته مجید انتظامی با سنتور اردوان کامکار
fa_1880|امشب خیلی شلوغ است .
fa_1881|تیک زد
fa_1882|هرچند وقت یک بار به کمپ می‌روی ؟
fa_1883|قصیده‌های معلقه نام هفت قصیده از شاعران فصیح عرب است
fa_1884|قضیه برای چندماه قبله
fa_1885|امکان دارد به من بگویید چطور به این هتل بروم ؟
fa_1886|قطعا انجام این کار ، زمان و انرژی زیادی می‌برد
fa_1887|امکان دارد ، لطفا ، یک توصیه نامه برای من بنویسید ؟
fa_1888|مرتیکه نمیای بیرون ؟
fa_1889|امکان دارد منو و لیست شراب را به من بدهید ، لطفا ؟
fa_1890|قلب من داره میتپه
fa_1891|جای صاف‌تری دارید ؟
fa_1892|امکان ندارد ویندوز را به طور کامل امن کنید .
fa_1893|هر دیقه برنامشو عوض می‌کنه .
fa_1894|قوت شهوانی بر قوت عقل غالب گشته
fa_1895|هر طوری به دنیا فکر کنی دنیا رو همون‌طور می‌بینی
fa_1896|هرکسی با گوشی هوشمند خود می‌تواند با کایلا متصل گردد در یک محدوده مکانی
fa_1897|جرم من کنجکاوی است .
fa_1898|هرگز از کسی نزد کارفرمایش بدگویی نکن مبادا به نفرین او گرفتار شوی
fa_1899|امیدوارم بتوانم در ماه‌های آینده فرصتی پیدا کنم برای شخصی‌سازی
fa_1900|جستار « حق خوانش » ، این پدیده را نمونه‌ای از یک پادویژگی می‌شمرد
